role_code,display_name,domain,jurisdiction,status,verified_legal,kyb_level,trust_ceiling,tests_count,updated_days_ago,dominant_factor,is_balanced,score,tier,contact_website,contact_email,contact_telegram,factor_QEF,factor_PCF,factor_SCIF,factor_TRF,factor_FRF,factor_CCF,factor_CVF,factor_CVF_B,factor_RF,provisional_reason,_source_url,_data_completeness,_confidence,_notes
VENDOR,ELYVERA Research Peptides,europeptides.de,AT,PROVISIONAL,false,L0,65,8,30,,false,,,https://europeptides.de,,,30,50,32,45,52,28,42,,30,Austria-based supplier согласно Trustpilot (29 отзывов); юрисдикция скорректирована AT (domain .de вводит в заблуждение). Австрийский Firmenbuch номер не найден публично. KYB gap. domain .de НЕ подтверждает DE-регистрацию.,https://www.trustpilot.com/review/europeptides.de,35,low,Trustpilot: 29 отзывов; описание: 'Austria-based supplier'. Janoshik COA для всех партий. REGULATORY_RISK: продажа semaglutide как RUO (EMA Rp-препарат; источник: europeptides.de каталог). CVF=42 (29 Trustpilot-отзывов публично; маленькая выборка). factor_RF=30 отражает REGULATORY_RISK + отсутствие KYB.
VENDOR,Imperial Sciences Ltd,imperialsciences.co.uk,GB,ACTIVE,true,L2,85,10,7,FRF,false,,,https://imperialsciences.co.uk,,,52,55,40,48,70,32,,,32,,https://find-and-update.company-information.service.gov.uk/company/16704368,60,medium,ЮЛ: Imperial Sciences Ltd; Companies House GB 16704368; зарег. 09.09.2025; адрес: 124-128 City Road; London EC1V 2NX. SIC: 46750 (wholesale chemicals) + 47910 (internet retail). Торговые бренды: 'Imperial Peptides UK' (imperialpeptides.co.uk) + 'Imperial Sciences UK' (imperialsciences.co.uk). 3rd-party testing: purity+identity+heavy metals+endotoxin; название лаборатории не раскрыто. FCA-regulated payment (Open Banking). REGULATORY_RISK (HIGH): tirzepatide + retatrutide продаются как RUO через imperialsciences.co.uk — оба являются или аналогами EMA/FDA-одобренных Rp-препаратов (Mounjaro; аналог GIP/GLP-1; retatrutide = GIP/GLP-1/glucagon triple agonist с FDA Fast Track). CCF=32; RF=32 отражают этот риск. FRF=70 — next-day UK delivery; 7-дневная поддержка.
VENDOR,Peptidos.eu,peptidos.eu,EU,PROVISIONAL,false,L0,65,8,14,,false,,,https://peptidos.eu,,,42,45,52,45,60,40,,,42,Юрлицо и национальная юрисдикция не раскрыты публично. Нет impressum. Trustpilot: 5 отзывов — выборка мала. KYB требуется через национальный реестр ЕС.,https://www.trustpilot.com/review/peptidos.eu,38,low,Осн. ~2022 по описанию. Модель: личный аудит производителей + 3rd-party testing per batch (EU labs — не названы). Обслуживают EU; repeat-buyer база. SCIF=52 за задокументированный personal-visit подход к производителям (выше среднего для anonymous EU VENDOR). 5 Trustpilot отзывов публично. Selling to 'researchers; laboratories; longevity professionals'. Только RUO; не для human use.
RETAILER,Swiss Chem Labs,swisschemss.com,CH,PROVISIONAL,false,L0,65,5,30,,false,,,https://swisschemss.com,,,30,52,30,42,45,28,,,28,Swiss-бренд без верификации CH-регистрации (ZEFIX/Moneyhouse поиск не дал результата). Юрлицо не установлено. Смешанный ассортимент (пептиды + SARMs). KYB через eCH-Registry обязателен.,https://swisschemss.com,30,low,B2C ритейл пептидов и SARMs. Заявляет ISO 17025 3rd-party (HPLC/LC-MS/NMR/FTIR) без указания лаборатории. Swiss в бренде без верификации CH-регистрации. RF=28 — критически низкий: SARMs + нет KYB + нет lab-name + Swiss brand mismatch.
LABORATORY,Eurofins BioPharma Product Testing,eurofins.com,LU,ACTIVE,true,L3,100,100,3,QEF,false,,,https://www.eurofins.com/biopharma-services/,,,92,88,85,90,90,90,,,88,,https://www.eurofins.com/biopharma-services/product-testing/,90,high,Eurofins Scientific SE (Euronext:ERF). HQ Luxembourg. ISO 17025 (DIN EN ISO 17025; DAkkS) в нескольких DE локациях. GMP-авторизованная сеть. HPLC/LC-MS/биоанализ пептидов. >900 лабораторий в 62 странах. FRF=90 — wide coverage; быстрые сроки выдачи результатов.
LABORATORY,SGS SA Life Science Services,sgs.com,CH,ACTIVE,true,L3,100,80,7,QEF,false,,,https://www.sgs.com/en/industries/life-science,,,88,82,80,85,85,85,,,82,,https://www.sgs.com/en/services/biopharmaceutical-product-characterization,85,high,SGS SA; HQ Женева. Lab: Birsfelden CH. ISO 17025 аккредитованная сеть. GLP+GMP. Биофарм характеризация: HPLC/MS. Публичная компания (SIX:SGSN). ~97 000 сотр. FRF=85 — глобальная сеть; быстрые гарантированные сроки.
LABORATORY,LGC Group Ltd,lgcgroup.com,GB,ACTIVE,true,L3,97,60,14,QEF,false,,,https://www.lgcgroup.com,,,88,82,80,82,80,85,,,82,,https://www.lgcstandards.com,82,high,UK National Measurement Institute. UKAS ISO 17025 (No. 0001 for PT); ISO 17034; ISO 17043. 110 000+ стандартных материалов; пептидные стандарты (Mikromol API). HQ: Queens Road; Teddington; TW11 0LY UK. Осн. 1842. FRF=80 — каталожные стандарты из наличия; CRO-сроки по договору.
LABORATORY,Charles River Laboratories EU,criver.com,GB,ACTIVE,true,L3,100,40,14,TRF,false,,,https://www.criver.com,,,82,78,78,85,78,78,,,78,,https://www.criver.com/services/testing-services,75,high,NASDAQ:CRL. EU: UK; DE; BE; NL. GLP/GMP. HPLC/LC-MS биоанализ. TRF=85 доминирует: >70 лет репутация. FRF=78 — CRO-сроки; не экстра-быстро; но надёжно.
LABORATORY,Labcorp Drug Development,labcorp.com,GB,ACTIVE,true,L3,100,35,14,QEF,false,,,https://www.labcorp.com/drug-development,,,84,80,78,80,78,80,,,78,,https://www.labcorp.com/drug-development/drug-development-services,75,high,NYSE:LH. Formerly Covance. EU: UK; BE; NL; DE. GLP+GMP. HPLC/LC-MS/MS биоаналитика для пептидных субстанций. FRF=78 — CRO lead-times; надёжное исполнение.
LABORATORY,Intertek Group plc,intertek.com,GB,ACTIVE,true,L3,100,30,7,TRF,false,,,https://www.intertek.com,,,80,72,75,82,75,75,,,75,,https://www.intertek.com/pharmaceutical/,72,high,LSE:ITRK. ISO 17025 (UKAS). EU: UK; DE; NL; BE. Фарм. тестирование. Пептиды — небольшая часть портфолио. FRF=75 — глобальные лаборатории; сроки зависят от конкретного lab-site.
LABORATORY,SYNLAB Analytics & Services GmbH,synlab.de,DE,ACTIVE,true,L2,88,25,14,QEF,false,,,https://www.synlab.de,,,75,70,68,72,70,72,,,70,,https://www.synlab.de,65,medium,Крупная EU диагностическая сеть. HPLC/GC-MS/LC-MS. ISO 17025 аккредитация по пептидным методикам не верифицирована отдельно — confidence medium. FRF=70 — EU coverage; обычные лаб. сроки.
LABORATORY,GALAB Laboratories GmbH,galab.com,DE,ACTIVE,true,L2,88,20,14,QEF,false,,,https://www.galab.com,info@galab.com,,70,65,62,65,65,68,,,65,,https://www.galab.com/en/accreditations/,60,medium,Осн. 1992; Гамбург. ISO 17025 (DAkkS). HPLC; GC-MS; LC-MS. Специализация: продовольствие; окружающая среда; фарма. Пептид-специализация не верифицирована отдельно. Адрес: Am Schleusengraben 7; 21029 Hamburg. Email: info@galab.com. FRF=65 — EU coverage; обычные лаб. сроки.
LABORATORY,Janoshik Analytical,janoshik.com,CZ,ACTIVE,true,L1,72,100,1,TRF,false,,,https://janoshik.com,,,30,55,42,72,72,25,55,,30,,https://janoshik.com,62,medium,ЮЛ: Janoshik s.r.o.; Прага CZ; зарег. 25.10.2022. Осн. Peter Magic. НЕ ISO 17025 аккредитована — COA не принимаются FDA/EMA. TRF=72: community gold standard (~30 сотр.; 100+ тестов/день; QR-верификация COA). FRF=72: быстрый turnaround — результаты за дни (сильный consumer-side сервис). CVF=55: тысячи верифицированных тестов в community; public COA portal. ИНЦИДЕНТ: утечка данных клиентов 02.2026 (источник: peptidegrades.com; 23.03.2026). CCF=25; RF=30 отражают: нет ISO 17025 + data breach.
LABORATORY,PeptideVerify,peptideverify.co.uk,GB,PROVISIONAL,false,L0,65,30,30,,false,,,https://www.peptideverify.co.uk,,,35,55,35,48,50,32,,,40,UK тест-сервис для RUO пептидов с QR-верифицированными COA. Юрлицо и ISO/UKAS аккредитация не верифицированы публично. KYB через Companies House UK обязателен.,https://www.peptideverify.co.uk,38,low,QR-кодированные цифровые COA. UK partner laboratory (HPLC+LC-MS). FRF=50 — UK-only; smaller scale. Важен для UK RUO рынка. Companies House lookup обязателен перед публикацией.
DISTRIBUTOR,Cambridge Bioscience Ltd,bioscience.co.uk,GB,ACTIVE,true,L3,95,10,7,TRF,false,,,https://www.bioscience.co.uk,,,72,78,76,85,78,78,,,78,,https://find-and-update.company-information.service.gov.uk/company/04382252,82,high,Companies House No 04382252. Осн. 1983. Приобретена Europa Biosite 09.03.2022. HQ: Munro House; Trafalgar Way; Bar Hill; Cambridge CB23 8SQ. +44(0)1223 316 855. >40 000 пептидов и белков (включая полный каталог Bachem). 40+ e-procurement систем. TRF=85 доминирует: >40 лет репутация в UK life science.
DISTRIBUTOR,Bio-Techne Ltd / R&D Systems,bio-techne.com,GB,ACTIVE,true,L3,100,8,7,FRF,false,,,https://www.bio-techne.com,,,70,75,72,80,80,75,,,75,,https://db.biochannelpartners.com/moreInfo/151261,80,high,UK subsidiary TECHNE Corporation (NASDAQ:TECH). EU subsidiaries: R&D Systems GmbH DE; Bio-Techne SAS FR; Bio-Techne AG CH; Bio-Techne sp z o o PL. Осн. 1976 (USA). 12 000+ продуктов incl. Small Molecules & Peptides. FRF=80 — global network; надёжная логистика.
DISTRIBUTOR,Europa Biosite B.V.,europabiosite.com,NL,ACTIVE,true,L2,88,5,14,TRF,false,,,https://www.europabiosite.com,,,65,68,65,72,68,68,,,65,,https://www.europabiosite.com,65,medium,NL группа дистрибьюторов. Включает: Cambridge Bioscience (UK); Biomol GmbH (DE); Nordic BioSite (SE/DK/NO/FI); LubioScience (CH); Szabo-Scandic (AT). Материнская: Sanbio B.V. (Uden NL). KVK регистрация требует верификации. Confidence medium.
DISTRIBUTOR,Biomol GmbH,biomol.de,DE,ACTIVE,true,L2,85,5,30,TRF,false,,,https://www.biomol.de,,,65,65,62,70,65,62,,,62,,https://www.biomol.de,62,medium,Гамбург DE. Дистрибьютор биохим./фарм. реагентов. EU авторизованный дистрибьютор Cayman Chemical. Часть Europa Biosite. Handelsregister DE номер требует верификации. Confidence medium. FRF=65 — DE/EU B2B логистика.
DISTRIBUTOR,Carl Roth GmbH + Co. KG,carlroth.com,DE,ACTIVE,true,L2,88,5,14,FRF,false,,,https://www.carlroth.com,,,62,60,65,65,72,65,,,68,,https://www.carlroth.com/en/en/about-us,60,medium,Карлсруэ DE. Осн. 1879. Крупнейший DE дистрибьютор хим. и лаб. материалов. Handelsregister HRA 701617. ISO 9001. Семейная компания. FRF=72 доминирует: large DE catalogue; быстрая доставка. Несёт аминокислоты; пептидные реагенты.
DISTRIBUTOR,Nordic BioSite AB,nordisk.eu,SE,ACTIVE,true,L2,85,3,30,TRF,false,,,https://www.nordisk.eu,,,60,62,60,68,62,62,,,60,,https://www.europabiosite.com,58,medium,Скандинавский дистрибьютор. Часть Europa Biosite. Операции: AB (SE); ApS (DK); AS (NO); Oy (FI). Несёт Bio-Techne; JPT и другие пептидные бренды. SE Bolagsverket регистрация требует верификации. Confidence medium.
DISTRIBUTOR,Bio-Connect B.V.,bio-connect.nl,NL,ACTIVE,true,L1,72,3,30,TRF,false,,,https://www.bio-connect.nl,,,52,55,52,60,55,55,,,55,,https://www.bio-connect.nl,52,medium,Хёйссен NL. Дистрибьютор жизненных наук; Benelux. Несёт продукты Bio-Techne (R&D Systems) и JPT Peptide Technologies. KVK NL регистрация требует верификации. FRF=55 — Benelux B2B.
FILL_FINISH,Vetter Pharma-Fertigung GmbH & Co. KG,vetter-pharma.com,DE,ACTIVE,true,L3,100,12,30,,,,,https://www.vetter-pharma.com,info@vetter-pharma.com,,92,90,82,90,82,88,,78,90,,https://www.vetter-pharma.com/en/services/aseptic-filling/,88,high,ЮЛ: Vetter Pharma-Fertigung GmbH & Co. KG; Eywiesenstr. 5; 88212 Ravensburg DE. Handelsregister Ulm — верификация номера требуется. Частная семейная компания (осн. ~1950); >7 700 сотр. Fill-finish: стерильные виалы; шприцы; картриджи; Vetter Lyo-Ject двухкамерный шприц (лиофилизат+разбавитель). Lyo-специализация: жидкие и лиофилизованные препараты >25 лет. FDA-одобрено с 1988 (Ravensburg); 1998 (Langenargen); 2008 (Ravensburg South). Также: Rankweil AT (AGES-одобрено 2021); клиническая площадка Des Plaines IL USA. GMP-регуляторика: EMA; FDA; PMDA JP; PEI DE; RP Tübingen. GMP Annex 1 compliant. CDMO Leadership Awards 2024: ALL 6 категорий. Новая площадка в Saarlouis DE: строительство (EU state aid €47M; декабрь 2025). CVF_B=78: публичные отзывы по множественным клиентам фарм-индустрии; статус в US CFDI. QEF=92: FDA 1988+; EMA+; PMDA; документированная история инспекций без критических замечаний.
FILL_FINISH,Corden Pharma GmbH,cordenpharma.com,DE,ACTIVE,true,L3,100,10,7,,,,,https://cordenpharma.com/what-you-need/drug-products/sterile-dosage-forms-aseptic-fill-and-finish/,,,88,86,80,85,78,88,62,72,90,,https://cordenpharma.com/how-we-deliver/facilities-network/,85,high,ЮЛ (DE entity): Corden Pharma GmbH; Otto-Hahn-Str. 1; 68723 Plankstadt DE. VAT ID: DE271759255. Handelsregister Mannheim HRB 709385. Группа HQ: Corden Pharma International Switzerland LLC; Aeschenvorstadt 71; 4051 Basel CH. FILL_FINISH площадка: Caponago IT (итальянская дочерняя сущность — наименование на AIFA/EudraGMDP требует верификации). GMP-регуляторика Caponago: FDA; EMA (AIFA); ANVISA; TGA; EU GMP Annex 1. Ноль warning letters и GMP non-compliance с 2009. Специализация: пептиды; олигонуклеотиды; mAb; LNP — жидкие и лиофилизованные виалы + PFS + картриджи. Мощность: >200 млн ед./год (коммерческая); 1–50 L (клиническая) и 10–100 L (коммерческая) партии. Новые isolator filling lines (2 шт.; целевые 2027): Syntegon PFS + VarioSys Bausch+Strübel. CVF_B=72: публичное партнёрство с Viking Therapeutics (двойной GLP-1/GIP пептид API + parenteral fill + OSD; пресс-релиз подтверждён). QEF=88: пептид-специфические fill-finish сервисы + lyo для пептидов — один из сильнейших EU CDMO для этого класса молекул.
FILL_FINISH,Siegfried Holding AG,siegfried.ch,CH,ACTIVE,true,L3,100,15,30,,,,,https://www.siegfried.ch/offering/drug-products/,,,88,85,80,88,82,86,,75,88,,https://www.siegfried.ch/offering/drug-products/,82,high,ЮЛ (HQ): Siegfried Holding AG; Untere Brühlstrasse 4; 4800 Zofingen CH. SIX Swiss Exchange: SFZN. Основана 1873. FILL_FINISH площадка EU: Siegfried Hameln DE (Hameln; Нижняя Саксония). Sterile fill-finish + lyo: COVID-19 вакцины фасовались в Hameln (Pfizer-BioNTech; заявлено в публичных источниках). Также: Siegfried Irvine CA USA (aseptic fill; виалы; PFS; шприцы; emulsions). Drug Products сеть: Hameln DE (biologics fill-finish + lyo); Malta (OSD); Barberà del Vallès ES (HPAPI OSD); El Masnou ES (офтальмологика стерильная). GMP-регуляторика: FDA; EMA; Swissmedic; AEMPS; German PEI; MHRA; PMDA; WHO; ANVISA; MFDS; ANSM; ISO 13485; ISO 14001; Russia Roszdravnadzor. 13 производственных площадок на 3 континентах; ~3 100 сотр. (оценка). CVF_B=75: COVID-19 вакцины (публичные СМИ); клинические партии biologics (публично заявлено). QEF=88: полный набор международных GMP-лицензий; долгая история инспекций. SCIF=80 — площадка Hameln для biologics; lot traceability при API от внешнего производителя.
FILL_FINISH,Recipharm AB,recipharm.com,SE,ACTIVE,true,L3,100,10,14,,,,,https://www.recipharm.com/drug-product/dosage-forms/sterile-fill-finish,,,85,83,78,82,80,82,60,65,82,,https://www.recipharm.com/drug-product/dosage-forms/sterile-fill-finish/sterile-lyophilisation-services,80,high,ЮЛ: Recipharm AB; Lagervägen 7; 136 21 Haninge; Швеция. Шведский регистр компаний (Bolagsverket) — рег.№ 556717-8060 (требует верификации). Ранее: Nasdaq Stockholm RECI B; взята частной EQT AB в 2021. >5 000 сотр. FILL_FINISH площадки EU: Wasserburg DE — новая модульная стерильная линия GMP VarioSys (Grade A isolator; viалы+PFS; 500–50 000 ед/партию; operational февраль 2025); Kaysersberg FR — стерильная; Cuxhaven DE (ReciBioPharm biologics). Lyo-мощность: публично задокументировано (лиофилизация Arcturus ARCT-154 mRNA для Phase III). Также площадки: Франция; Германия; Португалия; Израиль; Индия; США. CVF_B=65: публично объявленный tech transfer с Arcturus Therapeutics (лиофилизация mRNA ARCT-154 Phase III). CVF=60: публичные упоминания клиентов в отраслевых СМИ. QEF=85: EU GMP; FDA; множественные международные регуляторные одобрения. FRF=80: EU-охват; гибкость масштабирования; клиника и коммерция.
FILL_FINISH,Lonza Ltd,lonza.com,CH,ACTIVE,true,L3,100,20,60,,,,,https://www.lonza.com/about-us/our-locations/visp-switzerland,,,92,88,85,95,85,90,,85,92,,https://www.lonza.com/news/2025-10-08-14-00,88,high,ЮЛ: Lonza Ltd; Münchensteinerstrasse 38; 4002 Basel CH. CHE-UID: CHE-103.481.937. SIX Swiss Exchange: LONN. Основана 1897; >30 000 сотр. FILL_FINISH площадки CH: Visp CH — cGMP liquid + lyophilized vial isolator line; Ibex Biopark; operational апрель 2023; GMP licensed; EU GMP Annex 1 compliant. Stein CH — новая aseptic drug product filling line; Swissmedic GMP license октябрь 2025; containment ADC + biologics. CHF ~500 млн инвестиций в Stein (коммерческая площадка). Также: Basel CH (Drug Product Services); Oss NL (ADC). GMP-регуляторика: Swissmedic (Visp + Stein); FDA; EMA; множественные. TRF=95: один из крупнейших CDMO мира; 125+ лет; ведущая позиция. CVF_B=85: публичные партнёрства — Vertex Therapeutics (CRISPR/Casgevy); Genentech site acquisition; пептиды в Visp описаны как одна из ключевых модальностей. QEF=92: dual Swissmedic GMP (Visp + Stein); FDA; EMA; GMP Annex 1. SCIF=85: Ibex Biopark — DS-to-DP на одной площадке; прямая lot traceability.
