role_code,display_name,domain,jurisdiction,status,verified_legal,kyb_level,trust_ceiling,tests_count,updated_days_ago,dominant_factor,is_balanced,score,tier,contact_website,contact_email,contact_telegram,factor_QEF,factor_PCF,factor_SCIF,factor_TRF,factor_FRF,factor_CCF,factor_CVF,factor_CVF_B,factor_RF,provisional_reason,_source_url,_data_completeness,_confidence,_notes
MANUFACTURER,Research Peptides Europe,researchpeptideseurope.com,EU,PROVISIONAL,false,L0,65,10,90,,false,,Watch,https://researchpeptideseurope.com,info@researchpeptideseurope.com,,35,55,38,42,,32,,,,EU-доставка; HPLC/LC-MS/FTIR + эндотоксины + биобёрден (USP <61>/<85>) + тяжёлые металлы; публичные COA. Юрлицо; юрисдикция; регист. номер не раскрыты.,https://researchpeptideseurope.com,38,low,Наиболее полный set тестирования среди малых RUO-вендоров (включая bioburden и endotoxin). Профессиональная документация на сайте. Юрлицо не раскрыто — блокирует KYB.
MANUFACTURER,ELYVERA Research Peptides,europeptides.de,DE,PROVISIONAL,false,L0,65,8,30,,false,,Watch,https://europeptides.de,,,30,50,32,45,,30,,,,DE-доменный RUO вендор с Janoshik тестированием. DE-регистрация предполагается по TLD; в Handelsregister не верифицирована. Юрлицо 'ELYVERA' не подтверждено публично.,https://europeptides.de,32,low,Все COA через Janoshik Analytical. COA публично верифицируемы по QR. Ассортимент: GLP-1 аналоги (incl. semaglutide); нейропептиды; регенеративные. ВНИМАНИЕ: продажа semaglutide как RUO создаёт регуляторный риск (EMA-одобренный Rp-препарат).
RETAILER,Swiss Chem Labs,swisschemss.com,CH,PROVISIONAL,false,L0,65,5,30,,false,,Watch,https://swisschemss.com,,,30,52,30,42,,28,,,,Swiss-бренд; реальная юрисдикция и регистрация не верифицированы. Смешанный ассортимент (пептиды + SARMs) указывает на RETAILER; не MANUFACTURER. role_code назначен RETAILER — выведено.,https://swisschemss.com,30,low,Заявляет ISO 17025 3rd-party тестирование (HPLC/LC-MS/NMR/FTIR). B2C ритейл пептидов и SARMs. Swiss в бренде без верификации CH-регистрации. Требует KYB и подтверждения юрисдикции перед публикацией.
LABORATORY,Eurofins BioPharma Product Testing,eurofins.com,LU,ACTIVE,true,L3,100,100,3,QEF,false,90.0,Platinum,https://www.eurofins.com/biopharma-services/,,,92,88,85,90,92,90,,,88,,https://www.eurofins.com/biopharma-services/product-testing/,90,high,Eurofins Scientific SE (Euronext: ERF). HQ Luxembourg. ISO 17025 (DIN EN ISO 17025; DAkkS) — несколько локаций DE. GMP-авторизованная лабораторная сеть. HPLC/LC-MS/биоанализ пептидов. >900 лабораторий в 62 странах.
LABORATORY,SGS SA Life Science Services,sgs.com,CH,ACTIVE,true,L3,100,80,7,QEF,false,84.0,Gold,https://www.sgs.com/en/industries/life-science,,,88,82,80,85,90,85,,,82,,https://www.sgs.com/en/services/biopharmaceutical-product-characterization,85,high,SGS SA; HQ Женева. Lab: Birsfelden CH. ISO 17025 аккредитованная сеть. GLP+GMP. Биофарм характеризация: HPLC/MS. Пионер масс-спектрометрических методов для биофармацевтики. Публичная компания (SIX: SGSN). ~97 000 сотрудников.
LABORATORY,LGC Group Ltd,lgcgroup.com,GB,ACTIVE,true,L3,95,60,14,QEF,false,83.0,Gold,https://www.lgcgroup.com,,,88,82,80,82,80,85,,,82,,https://www.lgcstandards.com,82,high,UK National Measurement Institute. UKAS ISO 17025 (No. 0001 for PT); ISO 17034; ISO 17043. 110 000+ стандартных материалов; пептидные стандарты (Mikromol API). HQ: Queens Road; Teddington; TW11 0LY UK. Осн. 1842.
LABORATORY,Charles River Laboratories EU,criver.com,GB,ACTIVE,true,L3,100,40,14,TRF,false,80.0,Gold,https://www.criver.com,,,82,78,78,85,82,78,,,78,,https://www.criver.com/services/testing-services,75,high,NASDAQ: CRL. EU площадки: UK; DE; BE; NL. GLP/GMP сертифицировано. HPLC/LC-MS биоанализ пептидов. Полный CRO портфель. TRF самый высокий — >70 лет репутация в нише фармацевтического тестирования.
LABORATORY,Labcorp Drug Development,labcorp.com,GB,ACTIVE,true,L3,100,35,14,QEF,false,80.0,Gold,https://www.labcorp.com/drug-development,,,84,80,78,80,82,80,,,78,,https://www.labcorp.com/drug-development/drug-development-services,75,high,NYSE: LH. Formerly Covance. EU: UK; BE; NL; DE. GLP+GMP. HPLC/LC-MS/MS биоанализ для пептидных лекарственных субстанций. Ведущий CRO global. Широкий спектр аналитических методов фарм. тестирования.
LABORATORY,Intertek Group plc,intertek.com,GB,ACTIVE,true,L3,100,30,7,TRF,false,76.0,Gold,https://www.intertek.com,,,80,72,75,82,80,75,,,75,,https://www.intertek.com/pharmaceutical/,72,high,LSE: ITRK. ISO 17025 (UKAS). EU: UK; DE; NL; BE. Фарм. тестирование: HPLC; хим. анализ; микробиология. Пептиды — небольшая часть портфолио — _data_completeness снижена.
LABORATORY,SYNLAB Analytics & Services GmbH,synlab.de,DE,ACTIVE,true,L2,88,25,14,QEF,false,72.0,Gold,https://www.synlab.de,,,75,70,68,72,70,72,,,70,,https://www.synlab.de,65,medium,Крупная европейская диагностическая сеть. HPLC/GC-MS/LC-MS для хим./фарм. анализа. ISO 17025 аккредитация по конкретным пептидным методикам не верифицирована отдельно — confidence medium. Требует верификации аккредитационного scope.
LABORATORY,GALAB Laboratories GmbH,galab.com,DE,ACTIVE,true,L2,88,20,14,QEF,false,65.0,Silver,https://www.galab.com,info@galab.com,,70,65,62,65,68,68,,,65,,https://www.galab.com/en/accreditations/,60,medium,Осн. 1992; Гамбург. ISO 17025 (DAkkS). HPLC; GC-MS; LC-MS. Специализация: продовольствие; окружающая среда; фарма. Пептид-специализация не верифицирована отдельно — выведено из общего аналит. профиля. Адрес: Am Schleusengraben 7; 21029 Hamburg. Email публичный: info@galab.com.
LABORATORY,Janoshik Analytical,janoshik.com,CZ,ACTIVE,true,L1,72,100,1,TRF,false,45.0,Bronze,https://janoshik.com,,,30,55,42,72,40,25,,,40,,https://janoshik.com,62,medium,Зарег. Janoshik s.r.o.; Прага; 25.10.2022. Осн. Peter Magic. НЕ ISO 17025 аккредитована — COA не принимаются FDA/EMA. TRF=72 как community gold standard (~30 сотр.; 100+ тестов/день; QR-верификация). ИНЦИДЕНТ: утечка данных клиентов февраль 2026 (источник: peptidegrades.com; 23.03.2026). CCF=25 отражает: нет ISO 17025 + data breach.
LABORATORY,PeptideVerify,peptideverify.co.uk,GB,PROVISIONAL,false,L0,65,30,30,,false,,Watch,https://www.peptideverify.co.uk,,,35,55,35,48,,32,,,,UK тест-сервис для RUO пептидов с QR-верифицированными COA (HPLC/LC-MS). Юридическое лицо и ISO/UKAS аккредитация не верифицированы публично.,https://www.peptideverify.co.uk,38,low,QR-кодированные цифровые COA. UK partner laboratory. Более новый сервис. Важен для UK RUO рынка. KYB через Companies House обязателен перед публикацией.
DISTRIBUTOR,Cambridge Bioscience Ltd,bioscience.co.uk,GB,ACTIVE,true,L3,95,10,7,TRF,false,78.0,Gold,https://www.bioscience.co.uk,,,72,78,76,85,75,78,,,78,,https://find-and-update.company-information.service.gov.uk/company/04382252,82,high,Companies House No 04382252. Осн. 1983. Приобретена Europa Biosite 09.03.2022. HQ: Munro House; Trafalgar Way; Bar Hill; Cambridge CB23 8SQ. Тел: +44(0)1223 316 855. >40 000 пептидов и белков в каталоге (включая полный каталог Bachem). 40+ e-procurement систем.
DISTRIBUTOR,Bio-Techne Ltd / R&D Systems,bio-techne.com,GB,ACTIVE,true,L3,100,8,7,FRF,false,76.0,Gold,https://www.bio-techne.com,,,70,75,72,80,85,75,,,75,,https://db.biochannelpartners.com/moreInfo/151261,80,high,UK subsidiary TECHNE Corporation (NASDAQ:TECH). EU subsidiaries: R&D Systems GmbH DE; Bio-Techne SAS FR; Bio-Techne AG CH; Bio-Techne sp z o o PL; Bio-Techne Italy. Осн. 1976 (USA). 12 000+ продуктов включая Small Molecules & Peptides.
DISTRIBUTOR,Europa Biosite B.V.,europabiosite.com,NL,ACTIVE,true,L2,88,5,14,TRF,false,68.0,Silver,https://www.europabiosite.com,,,65,68,65,72,68,68,,,65,,https://www.europabiosite.com,65,medium,Нидерландская группа дистрибьюторов. Включает: Cambridge Bioscience (UK); Biomol GmbH (DE); Nordic BioSite (SE/DK/NO/FI); LubioScience (CH); Szabo-Scandic (AT). Материнская компания: Sanbio B.V. (Uden; NL). KVK-регистрация требует верификации — confidence medium.
DISTRIBUTOR,Biomol GmbH,biomol.de,DE,ACTIVE,true,L2,85,5,30,TRF,false,65.0,Silver,https://www.biomol.de,,,65,65,62,70,65,62,,,62,,https://www.biomol.de,62,medium,Гамбург; Германия. Дистрибьютор биохим./фарм. реагентов. EU авторизованный дистрибьютор Cayman Chemical. Часть Europa Biosite. Handelsregister DE — номер требует верификации. Confidence medium.
DISTRIBUTOR,Carl Roth GmbH + Co. KG,carlroth.com,DE,ACTIVE,true,L2,88,5,14,FRF,false,62.0,Silver,https://www.carlroth.com,,,62,60,65,65,72,65,,,68,,https://www.carlroth.com/en/en/about-us,60,medium,Карлсруэ; Германия. Осн. 1879. Крупнейший немецкий дистрибьютор хим. и лаб. материалов. Handelsregister: HRA 701617. Несёт аминокислоты; реагенты синтеза пептидов; мелкие пептиды. ISO 9001. Семейная компания — ограниченная публичная фин. отчётность.
DISTRIBUTOR,Nordic BioSite AB,nordisk.eu,SE,ACTIVE,true,L2,85,3,30,TRF,false,62.0,Silver,https://www.nordisk.eu,,,60,62,60,68,62,62,,,60,,https://www.europabiosite.com,58,medium,Скандинавский дистрибьютор жизненных наук. Часть Europa Biosite. Операции: Nordic BioSite AB (SE); Nordic BioSite ApS (DK); Nordic BioSite AS (NO); Nordic BioSite Oy (FI); Nordic BioSite Inc (US). Несёт Bio-Techne; JPT и другие пептидные бренды.
DISTRIBUTOR,Bio-Connect B.V.,bio-connect.nl,NL,ACTIVE,true,L1,72,3,30,TRF,false,55.0,Silver,https://www.bio-connect.nl,,,52,55,52,60,52,55,,,55,,https://www.bio-connect.nl,52,medium,Хёйссен (Huissen); Нидерланды. Дистрибьютор жизненных наук; Benelux. Несёт продукты Bio-Techne (R&D Systems) и JPT Peptide Technologies. KVK (Chamber of Commerce NL) — номер регистрации требует верификации.
